,branch,variable-name,type
284,Demand\Residential\Residential customers\Water heating,Demand Coproduction,output
285,Demand\Residential\Residential customers\Water heating,Primary Requirements: Allocated to Demands,output
286,Demand\Residential\Residential customers\Water heating,Twenty Year GWP Direct At Point of Emissions,output
287,Demand\Residential\Residential customers\Water heating,One_Hundred Year GWP Direct At Point of Emissions,output
288,Demand\Residential\Residential customers\Water heating,Five_Hundred Year GWP Direct At Point of Emissions,output
289,Demand\Residential\Residential customers\Water heating,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
290,Demand\Residential\Residential customers\Water heating,One_Hundred Year GWP Indirect Allocated to Demands,output
291,Demand\Residential\Residential customers\Water heating,Pollutant Loadings,output
292,Demand\Commercial,Total Final Energy Consumption,output
293,Demand\Commercial,Total Activity,output
294,Demand\Commercial,Energy Demand Final Units,output
295,Demand\Commercial,Useful Energy Demand,output
296,Demand\Commercial,Demand Coproduction,output
297,Demand\Commercial,Primary Requirements: Allocated to Demands,output
298,Demand\Commercial,Twenty Year GWP Direct At Point of Emissions,output
299,Demand\Commercial,One_Hundred Year GWP Direct At Point of Emissions,output
300,Demand\Commercial,Five_Hundred Year GWP Direct At Point of Emissions,output
301,Demand\Commercial,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
302,Demand\Commercial,One_Hundred Year GWP Indirect Allocated to Demands,output
303,Demand\Commercial,Pollutant Loadings,output
304,Demand\Commercial\Commercial customers,Total Final Energy Consumption,output
305,Demand\Commercial\Commercial customers,Total Activity,output
306,Demand\Commercial\Commercial customers,Energy Demand Final Units,output
307,Demand\Commercial\Commercial customers,Useful Energy Demand,output
308,Demand\Commercial\Commercial customers,Demand Coproduction,output
309,Demand\Commercial\Commercial customers,Primary Requirements: Allocated to Demands,output
310,Demand\Commercial\Commercial customers,Twenty Year GWP Direct At Point of Emissions,output
311,Demand\Commercial\Commercial customers,One_Hundred Year GWP Direct At Point of Emissions,output
312,Demand\Commercial\Commercial customers,Five_Hundred Year GWP Direct At Point of Emissions,output
313,Demand\Commercial\Commercial customers,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
314,Demand\Commercial\Commercial customers,One_Hundred Year GWP Indirect Allocated to Demands,output
315,Demand\Commercial\Commercial customers,Pollutant Loadings,output
316,Demand\Commercial\Commercial customers\Uses unrelated to water,Total Final Energy Consumption,output
317,Demand\Commercial\Commercial customers\Uses unrelated to water,Total Activity,output
318,Demand\Commercial\Commercial customers\Uses unrelated to water,Fuel Share,output
319,Demand\Commercial\Commercial customers\Uses unrelated to water,Energy Demand Final Units,output
320,Demand\Commercial\Commercial customers\Uses unrelated to water,Useful Energy Demand,output
321,Demand\Commercial\Commercial customers\Uses unrelated to water,Demand Coproduction,output
322,Demand\Commercial\Commercial customers\Uses unrelated to water,Primary Requirements: Allocated to Demands,output
323,Demand\Commercial\Commercial customers\Uses unrelated to water,Twenty Year GWP Direct At Point of Emissions,output
324,Demand\Commercial\Commercial customers\Uses unrelated to water,One_Hundred Year GWP Direct At Point of Emissions,output
325,Demand\Commercial\Commercial customers\Uses unrelated to water,Five_Hundred Year GWP Direct At Point of Emissions,output
326,Demand\Commercial\Commercial customers\Uses unrelated to water,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
327,Demand\Commercial\Commercial customers\Uses unrelated to water,One_Hundred Year GWP Indirect Allocated to Demands,output
328,Demand\Commercial\Commercial customers\Uses unrelated to water,Pollutant Loadings,output
329,Demand\Commercial\Commercial customers\Water heating,Total Final Energy Consumption,output
330,Demand\Commercial\Commercial customers\Water heating,Total Activity,output
331,Demand\Commercial\Commercial customers\Water heating,Fuel Share,output
332,Demand\Commercial\Commercial customers\Water heating,Energy Demand Final Units,output
333,Demand\Commercial\Commercial customers\Water heating,Useful Energy Demand,output
334,Demand\Commercial\Commercial customers\Water heating,Demand Coproduction,output
335,Demand\Commercial\Commercial customers\Water heating,Primary Requirements: Allocated to Demands,output
336,Demand\Commercial\Commercial customers\Water heating,Twenty Year GWP Direct At Point of Emissions,output
337,Demand\Commercial\Commercial customers\Water heating,One_Hundred Year GWP Direct At Point of Emissions,output
338,Demand\Commercial\Commercial customers\Water heating,Five_Hundred Year GWP Direct At Point of Emissions,output
339,Demand\Commercial\Commercial customers\Water heating,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
340,Demand\Commercial\Commercial customers\Water heating,One_Hundred Year GWP Indirect Allocated to Demands,output
341,Demand\Commercial\Commercial customers\Water heating,Pollutant Loadings,output
342,Demand\Industrial,Total Final Energy Consumption,output
343,Demand\Industrial,Energy Demand Final Units,output
344,Demand\Industrial,Useful Energy Demand,output
345,Demand\Industrial,Demand Coproduction,output
346,Demand\Industrial,Primary Requirements: Allocated to Demands,output
347,Demand\Industrial,Device Stocks,output
348,Demand\Industrial,Device Sales,output
349,Demand\Industrial,Device Retirements,output
350,Demand\Industrial,Vehicle mileage,output
351,Demand\Industrial,Stock Average On-road Fuel Economy,output
352,Demand\Industrial,New Vehicle Rated Fuel Economy,output
353,Demand\Industrial,Twenty Year GWP Direct At Point of Emissions,output
354,Demand\Industrial,One_Hundred Year GWP Direct At Point of Emissions,output
355,Demand\Industrial,Five_Hundred Year GWP Direct At Point of Emissions,output
356,Demand\Industrial,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
357,Demand\Industrial,One_Hundred Year GWP Indirect Allocated to Demands,output
358,Demand\Industrial,Pollutant Loadings,output
359,Demand\Industrial\Industrial water unrelated,Total Final Energy Consumption,output
360,Demand\Industrial\Industrial water unrelated,Total Activity,output
361,Demand\Industrial\Industrial water unrelated,Energy Demand Final Units,output
362,Demand\Industrial\Industrial water unrelated,Useful Energy Demand,output
363,Demand\Industrial\Industrial water unrelated,Demand Coproduction,output
364,Demand\Industrial\Industrial water unrelated,Primary Requirements: Allocated to Demands,output
365,Demand\Industrial\Industrial water unrelated,Twenty Year GWP Direct At Point of Emissions,output
366,Demand\Industrial\Industrial water unrelated,One_Hundred Year GWP Direct At Point of Emissions,output
367,Demand\Industrial\Industrial water unrelated,Five_Hundred Year GWP Direct At Point of Emissions,output
368,Demand\Industrial\Industrial water unrelated,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
369,Demand\Industrial\Industrial water unrelated,One_Hundred Year GWP Indirect Allocated to Demands,output
370,Demand\Industrial\Industrial water unrelated,Pollutant Loadings,output
371,Demand\Industrial\Industrial water unrelated\Industrial customers,Total Final Energy Consumption,output
372,Demand\Industrial\Industrial water unrelated\Industrial customers,Total Energy,output
373,Demand\Industrial\Industrial water unrelated\Industrial customers,Energy Demand Final Units,output
374,Demand\Industrial\Industrial water unrelated\Industrial customers,Useful Energy Demand,output
375,Demand\Industrial\Industrial water unrelated\Industrial customers,Demand Coproduction,output
376,Demand\Industrial\Industrial water unrelated\Industrial customers,Primary Requirements: Allocated to Demands,output
377,Demand\Industrial\Industrial water unrelated\Industrial customers,Device Stocks,output
378,Demand\Industrial\Industrial water unrelated\Industrial customers,Device Sales,output
379,Demand\Industrial\Industrial water unrelated\Industrial customers,Device Retirements,output
380,Demand\Industrial\Industrial water unrelated\Industrial customers,Vehicle mileage,output
381,Demand\Industrial\Industrial water unrelated\Industrial customers,Stock Average On-road Fuel Economy,output
382,Demand\Industrial\Industrial water unrelated\Industrial customers,New Vehicle Rated Fuel Economy,output
383,Demand\Industrial\Industrial water unrelated\Industrial customers,Twenty Year GWP Direct At Point of Emissions,output
384,Demand\Industrial\Industrial water unrelated\Industrial customers,One_Hundred Year GWP Direct At Point of Emissions,output
385,Demand\Industrial\Industrial water unrelated\Industrial customers,Five_Hundred Year GWP Direct At Point of Emissions,output
386,Demand\Industrial\Industrial water unrelated\Industrial customers,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
387,Demand\Industrial\Industrial water unrelated\Industrial customers,One_Hundred Year GWP Indirect Allocated to Demands,output
388,Demand\Industrial\Industrial water unrelated\Industrial customers,Pollutant Loadings,output
389,Demand\Industrial\Water infrastructure,Total Final Energy Consumption,output
390,Demand\Industrial\Water infrastructure,Energy Demand Final Units,output
391,Demand\Industrial\Water infrastructure,Useful Energy Demand,output
392,Demand\Industrial\Water infrastructure,Demand Coproduction,output
393,Demand\Industrial\Water infrastructure,Primary Requirements: Allocated to Demands,output
394,Demand\Industrial\Water infrastructure,Device Stocks,output
395,Demand\Industrial\Water infrastructure,Device Sales,output
396,Demand\Industrial\Water infrastructure,Device Retirements,output
397,Demand\Industrial\Water infrastructure,Vehicle mileage,output
398,Demand\Industrial\Water infrastructure,Stock Average On-road Fuel Economy,output
399,Demand\Industrial\Water infrastructure,New Vehicle Rated Fuel Economy,output
400,Demand\Industrial\Water infrastructure,Twenty Year GWP Direct At Point of Emissions,output
401,Demand\Industrial\Water infrastructure,One_Hundred Year GWP Direct At Point of Emissions,output
402,Demand\Industrial\Water infrastructure,Five_Hundred Year GWP Direct At Point of Emissions,output
403,Demand\Industrial\Water infrastructure,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
404,Demand\Industrial\Water infrastructure,One_Hundred Year GWP Indirect Allocated to Demands,output
405,Demand\Industrial\Water infrastructure,Pollutant Loadings,output
406,Demand\Industrial\Water infrastructure\Municipal,Total Final Energy Consumption,output
407,Demand\Industrial\Water infrastructure\Municipal,Energy Demand Final Units,output
408,Demand\Industrial\Water infrastructure\Municipal,Useful Energy Demand,output
409,Demand\Industrial\Water infrastructure\Municipal,Demand Coproduction,output
410,Demand\Industrial\Water infrastructure\Municipal,Primary Requirements: Allocated to Demands,output
411,Demand\Industrial\Water infrastructure\Municipal,Device Stocks,output
412,Demand\Industrial\Water infrastructure\Municipal,Device Sales,output
413,Demand\Industrial\Water infrastructure\Municipal,Device Retirements,output
414,Demand\Industrial\Water infrastructure\Municipal,Vehicle mileage,output
415,Demand\Industrial\Water infrastructure\Municipal,Stock Average On-road Fuel Economy,output
416,Demand\Industrial\Water infrastructure\Municipal,New Vehicle Rated Fuel Economy,output
417,Demand\Industrial\Water infrastructure\Municipal,Twenty Year GWP Direct At Point of Emissions,output
418,Demand\Industrial\Water infrastructure\Municipal,One_Hundred Year GWP Direct At Point of Emissions,output
419,Demand\Industrial\Water infrastructure\Municipal,Five_Hundred Year GWP Direct At Point of Emissions,output
420,Demand\Industrial\Water infrastructure\Municipal,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
421,Demand\Industrial\Water infrastructure\Municipal,One_Hundred Year GWP Indirect Allocated to Demands,output
422,Demand\Industrial\Water infrastructure\Municipal,Pollutant Loadings,output
423,Demand\Industrial\Water infrastructure\Municipal\CAP,Total Final Energy Consumption,output
424,Demand\Industrial\Water infrastructure\Municipal\CAP,Energy Demand Final Units,output
425,Demand\Industrial\Water infrastructure\Municipal\CAP,Useful Energy Demand,output
426,Demand\Industrial\Water infrastructure\Municipal\CAP,Demand Coproduction,output
427,Demand\Industrial\Water infrastructure\Municipal\CAP,Primary Requirements: Allocated to Demands,output
428,Demand\Industrial\Water infrastructure\Municipal\CAP,Device Stocks,output
429,Demand\Industrial\Water infrastructure\Municipal\CAP,Device Sales,output
430,Demand\Industrial\Water infrastructure\Municipal\CAP,Device Retirements,output
431,Demand\Industrial\Water infrastructure\Municipal\CAP,Vehicle mileage,output
432,Demand\Industrial\Water infrastructure\Municipal\CAP,Stock Average On-road Fuel Economy,output
433,Demand\Industrial\Water infrastructure\Municipal\CAP,New Vehicle Rated Fuel Economy,output
434,Demand\Industrial\Water infrastructure\Municipal\CAP,Twenty Year GWP Direct At Point of Emissions,output
435,Demand\Industrial\Water infrastructure\Municipal\CAP,One_Hundred Year GWP Direct At Point of Emissions,output
436,Demand\Industrial\Water infrastructure\Municipal\CAP,Five_Hundred Year GWP Direct At Point of Emissions,output
437,Demand\Industrial\Water infrastructure\Municipal\CAP,One_Hundred Year GWP Direct and Indirect Allocated to Demands,output
438,Demand\Industrial\Water infrastructure\Municipal\CAP,One_Hundred Year GWP Indirect Allocated to Demands,output
439,Demand\Industrial\Water infrastructure\Municipal\CAP,Pollutant Loadings,output
440,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Total Final Energy Consumption,output
441,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Energy Demand Final Units,output
442,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Useful Energy Demand,output
443,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Demand Coproduction,output
444,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Primary Requirements: Allocated to Demands,output
445,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Device Stocks,output
446,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Device Sales,output
447,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Device Retirements,output
448,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Vehicle mileage,output
449,Demand\Industrial\Water infrastructure\Municipal\CAP\Conveyance,Stock Average On-road Fuel Economy,output
